date,symbol,open,high,low,close,volume,quote_volume
1986-03-13,MSFT,0.05396325587555505,0.061899100383889086,0.05396325587555505,0.05925341323018074,1031788800,61137008.13267231
1986-03-14,MSFT,0.0592534372544789,0.062428141430833195,0.0592534372544789,0.06136950105428696,308160000,18911625.44488907
1986-03-17,MSFT,0.0613694768395651,0.06295713253961771,0.0613694768395651,0.06242811679840088,133171200,8313627.227783203
1986-03-18,MSFT,0.06242809035361506,0.06295710587073883,0.06031141980897563,0.060840435326099396,67766400,4122937.276482582
1986-03-19,MSFT,0.0608404544457572,0.061369470129128884,0.059253407395642145,0.059782423079013824,47894400,2863243.2839155197
1986-03-20,MSFT,0.059782437233088265,0.059782437233088265,0.05766637399860294,0.058195389807224274,58435200,3400659.242463112
1986-03-21,MSFT,0.05819536606080679,0.059253397246323496,0.05555028809701504,0.05660831928253174,59990400,3395955.717086792
1986-03-24,MSFT,0.056608314014884226,0.056608314014884226,0.05449225184075952,0.055021267384290695,65289600,3592316.539013386
1986-03-25,MSFT,0.05502124524475566,0.05607927590608597,0.0544922299140905,0.05607927590608597,32083200,1799202.6247501373
1986-03-26,MSFT,0.05607931063191153,0.05819537326489536,0.05555029497366557,0.0576663576066494,22752000,1312024.9682664871
1986-03-27,MSFT,0.0576663535135031,0.058724384754896164,0.0576663535135031,0.058724384754896164,16848000,989388.4343504906
1986-03-31,MSFT,0.058724405615845604,0.058724405615845604,0.05713735818998161,0.058195389807224274,12873600,749184.1702222824
1986-04-01,MSFT,0.05819537326489536,0.05819537326489536,0.0576663576066494,0.0576663576066494,11088000,639404.5731425285
1986-04-02,MSFT,0.05766637399860294,0.059253421424466934,0.05766637399860294,0.058195389807224274,27014400,1572113.5384082794
1986-04-03,MSFT,0.058724384754896164,0.06031143161698577,0.058724384754896164,0.058724384754896164,23040000,1353009.8247528076
1986-04-04,MSFT,0.058724384754896164,0.0592534003755927,0.058724384754896164,0.058724384754896164,26582400,1561035.0853085518
1986-04-07,MSFT,0.058724388923141316,0.059253404581387274,0.05660832629015749,0.0576663576066494,16560000,954954.881966114
1986-04-08,MSFT,0.05766637399860294,0.059253421424466934,0.05766637399860294,0.058195389807224274,10252800,596665.692615509
1986-04-09,MSFT,0.0581953817592556,0.05978242896564331,0.0581953817592556,0.05925341323018074,12153600,720142.2830343246
1986-04-10,MSFT,0.059253407395642145,0.06031143876238551,0.05819537602889877,0.059782423079013824,13881600,829875.6842136383
1986-04-11,MSFT,0.06031141980897563,0.06189907483649129,0.06031141980897563,0.060840435326099396,17222400,1047818.3133602142
1986-04-14,MSFT,0.06084048510433494,0.06189912548088118,0.06084048510433494,0.06136950105428696,12153600,745860.368013382
1986-04-15,MSFT,0.06136950105428696,0.06136950105428696,0.0592534372544789,0.06136950105428696,9302400,570883.646607399
1986-04-16,MSFT,0.06136946544770978,0.06401515213908407,0.060840449804692755,0.06348613649606705,31910400,2025868.010044098
1986-04-17,MSFT,0.06348612705526092,0.06401514261960983,0.06348612705526092,0.06401514261960983,22003200,1408537.986087799
1986-04-18,MSFT,0.06401513929473518,0.06401513929473518,0.06136945313420588,0.06189907714724541,21628800,1338802.7598023415
1986-04-21,MSFT,0.0618990771472454,0.06242809268411784,0.060311422060460994,0.06189907714724541,22924800,1419023.9637851715
1986-04-22,MSFT,0.06189907483649129,0.06189907483649129,0.06084043532609939,0.060840435326099396,15552000,946190.4501914978
1986-04-23,MSFT,0.060840436619409875,0.06136945214777914,0.0603114210910406,0.06110494211316109,15609600,953823.7044095993
1986-04-24,MSFT,0.061104955736739255,0.06824727770872249,0.06084045018401554,0.06718924641609192,62352000,4189383.8925361633
1986-04-25,MSFT,0.0677182910729942,0.07433160023181073,0.0677182910729942,0.07142201066017151,85795200,6127665.688991547
1986-04-28,MSFT,0.07142197139924751,0.07248000256353632,0.07089234734088395,0.0719509869813919,28886400,2078404.9903392792
1986-04-29,MSFT,0.07195100038703715,0.07195100038703715,0.06930531350716136,0.06983432918787003,30326400,2117823.8006830215
1986-04-30,MSFT,0.06983429753539225,0.07036331297632402,0.06666020488980155,0.0682472512125969,30902400,2109003.8558721542
1986-05-01,MSFT,0.06824727770872249,0.06824727770872249,0.06613121512346136,0.06718924641609192,54345600,3651439.910030365
1986-05-02,MSFT,0.06718924641609192,0.06824727770872249,0.06666023076977663,0.06718924641609192,20246400,1360340.3586387634
1986-05-05,MSFT,0.06718923348531192,0.06718923348531192,0.06666021794080734,0.06666021794080734,3254400,216939.01326656342
1986-05-06,MSFT,0.06718924641609192,0.06824727770872249,0.06718924641609192,0.06718924641609192,9734400,654047.0003128052
1986-05-07,MSFT,0.06718924641609192,0.0677182620624072,0.06613121512346136,0.06718924641609192,5155200,346374.00312423706
1986-05-08,MSFT,0.0671892591448412,0.0677182748913765,0.0666602433983059,0.0677182748913765,3542400,239885.2169752121
1986-05-09,MSFT,0.0677182620624072,0.0677182620624072,0.06718924641609192,0.06718924641609192,6076800,408295.6126213074
1986-05-12,MSFT,0.0671892591448412,0.06930532213098241,0.0671892591448412,0.0677182748913765,10483200,709904.2193412781
1986-05-13,MSFT,0.06771823577166512,0.06877626665352868,0.06771823577166512,0.0682472512125969,3830400,261414.27104473114
1986-05-14,MSFT,0.0682472906379118,0.0682472906379118,0.0677182748913765,0.0677182748913765,9302400,629942.4803495407
1986-05-15,MSFT,0.0677182748913765,0.06877630638444711,0.0677182748913765,0.0677182748913765,3801600,257437.79382705688
1986-05-16,MSFT,0.06771823577166512,0.06983429753539225,0.06771823577166512,0.0682472512125969,11952000,815691.1464929581
1986-05-19,MSFT,0.06824727770872249,0.06824727770872249,0.06666023076977663,0.06718924641609192,11001600,739189.2133712769
1986-05-20,MSFT,0.06718923348531192,0.06718923348531192,0.06613120239630277,0.06666021794080734,61977600,4131440.323448181
1986-05-21,MSFT,0.06666021437438283,0.06718922989058426,0.06560218334197998,0.06560218334197998,8092800,530905.3493499756
1986-05-22,MSFT,0.06560218334197998,0.0661311988581814,0.06560218334197998,0.06560218334197998,4406400,289069.4606781006
1986-05-23,MSFT,0.06560218334197998,0.06666021437438283,0.06560218334197998,0.06560218334197998,4089600,268286.6889953613
1986-05-27,MSFT,0.06560221190523528,0.0677182748913765,0.06560221190523528,0.0677182748913765,13881600,940038.004732132
1986-05-28,MSFT,0.0677182664650354,0.06983432918787003,0.0677182664650354,0.06983432918787003,15523200,1084052.258849144
1986-05-29,MSFT,0.06983435456477916,0.07248004240606398,0.0693053386918329,0.07142201066017151,45676800,3262328.896522522
1986-05-30,MSFT,0.07195100089194342,0.07512509499846912,0.07195100089194342,0.07406706362962723,27072000,2005143.5465812683
1986-06-02,MSFT,0.07406704930996952,0.07406704930996952,0.0719509869813919,0.0719509869813919,19728000,1419449.0711688995
1986-06-03,MSFT,0.0719509869813919,0.0719509869813919,0.07089234734088395,0.0719509869813919,5011200,360560.7859611511
1986-06-04,MSFT,0.07195102653311775,0.07248004240606398,0.07089238631067163,0.07142201066017151,4723200,337340.44075012207
1986-06-05,MSFT,0.0714219914459996,0.07248002290725708,0.07089236723898092,0.07248002290725708,13708800,993614.1380310059
1986-06-06,MSFT,0.07248002290725708,0.07248002290725708,0.0714219914459996,0.07248002290725708,3427200,248403.53450775146
1986-06-09,MSFT,0.07248002606270149,0.07248002606270149,0.06930532306432724,0.06930532306432724,12672000,878237.0538711548
1986-06-10,MSFT,0.06930532306432724,0.06930532306432724,0.06824729155700797,0.06930532306432724,3427200,237523.20320606232
1986-06-11,MSFT,0.06930532306432724,0.06930532306432724,0.06824729155700797,0.06930532306432724,2304000,159679.46434020996
1986-06-12,MSFT,0.06930529566333021,0.06930529566333021,0.06613120239630277,0.06666021794080734,13708800,913831.5957069397
1986-06-13,MSFT,0.06666021794080734,0.06718923348531192,0.06613120239630277,0.06666021794080734,7891200,526029.1118144989
1986-06-16,MSFT,0.06666023494731338,0.06718925062678159,0.06560220358837693,0.06613121926784515,9590400,634224.8452663422
1986-06-17,MSFT,0.06666023076977663,0.06824727770872249,0.06666023076977663,0.06718924641609192,13075200,878512.8347396851
1986-06-18,MSFT,0.06718923348531192,0.06718923348531192,0.0656021868517982,0.06666021794080734,4348800,289891.955780983
1986-06-19,MSFT,0.06666023494731338,0.06718925062678159,0.06560220358837693,0.06613121926784515,8467200,559946.2597846985
1986-06-20,MSFT,0.0661312270893254,0.06666024283136142,0.0661312270893254,0.06639573723077774,3801600,252410.03465652466
1986-06-23,MSFT,0.06639572521705292,0.06718924641609192,0.06507318383083079,0.06718924641609192,46195200,3103820.6760406494
1986-06-24,MSFT,0.06718923348531192,0.06771824902981649,0.06613120239630277,0.06666021794080734,14572800,971426.0240077972
1986-06-25,MSFT,0.06666021437438283,0.06718922989058426,0.06560218334197998,0.06560218334197998,15235200,999462.3836517334
1986-06-26,MSFT,0.06560219906813514,0.06613121471115216,0.06348613649606705,0.06348613649606705,19152000,1215886.486172676
1986-06-27,MSFT,0.06348614609553146,0.06401516181853865,0.06242811464951707,0.06295713037252426,10396800,654552.6930570602
1986-06-30,MSFT,0.06295711484819917,0.06666022399611571,0.06242809925563966,0.0650731772184372,62352000,4057442.745923996
1986-07-01,MSFT,0.0650731772184372,0.0650731772184372,0.06454416162587769,0.0650731772184372,47577600,3096025.5964279175
1986-07-02,MSFT,0.0650731772184372,0.0650731772184372,0.06454416162587769,0.0650731772184372,52617600,3423994.409608841
1986-07-03,MSFT,0.06560220358837693,0.06666023494731338,0.06560220358837693,0.06613121926784515,14140800,935148.3454227448
1986-07-07,MSFT,0.06613121471115216,0.06613121471115216,0.06348613649606705,0.06348613649606705,14054400,892259.5567703247
1986-07-08,MSFT,0.06348612375786274,0.06348612375786274,0.06136945313420588,0.06189907714724541,14256000,882433.2438111305
1986-07-09,MSFT,0.061899100383889086,0.061899100383889086,0.058724397494718174,0.05925341323018074,46137600,2733810.278248787
1986-07-10,MSFT,0.059253404581387274,0.059782420239633226,0.05502127931541961,0.0576663576066494,46886400,2703767.9092884064
1986-07-11,MSFT,0.057666366023793034,0.06031144470110588,0.057666366023793034,0.05925341323018074,17395200,1030724.97382164
1986-07-14,MSFT,0.05766634573834313,0.05978240793582036,0.05766634573834313,0.05845986679196358,28598400,1671858.6544632912
1986-07-15,MSFT,0.058459887356552574,0.06031144470110588,0.057666366023793034,0.05925341323018074,13190400,781576.221871376
1986-07-16,MSFT,0.059782453204430916,0.06136950105428696,0.059782453204430916,0.06136950105428696,9360000,574418.5298681259
1986-07-17,MSFT,0.0613694768395651,0.06242811679840088,0.060840461098348265,0.06242811679840088,6940800,433301.0730743408
1986-07-18,MSFT,0.06242811464951707,0.06348614609553146,0.06084045900411432,0.06295713037252426,12326400,776034.771823883
1986-07-21,MSFT,0.06295713037252426,0.06401516181853865,0.06295713037252426,0.06295713037252426,3513600,221206.17327690125
1986-07-22,MSFT,0.06295711484819917,0.0650731772184372,0.06295711484819917,0.0650731772184372,10512000,684049.2389202118
1986-07-23,MSFT,0.06507318342511811,0.06613121471115216,0.06348613649606705,0.06348613649606705,20793600,1320105.3278446198
1986-07-24,MSFT,0.06454415230957712,0.06666021437438283,0.06454415230957712,0.06560218334197998,14140800,927667.3542022705
1986-07-25,MSFT,0.06560220358837693,0.06666023494731338,0.06560220358837693,0.06613121926784515,20448000,1352251.1715888977
1986-07-28,MSFT,0.06613121047162274,0.06613121047162274,0.06454416364431381,0.06454416364431381,11808000,762137.4843120575
1986-07-29,MSFT,0.06454417754154584,0.06507319326455303,0.061899098926509875,0.06295713037252426,14054400,884824.693107605
1986-07-30,MSFT,0.06295710587073883,0.06295710587073883,0.05872437325760432,0.060840435326099396,26409600,1606771.5607881546
1986-07-31,MSFT,0.06084045231800783,0.061369467982878456,0.06031143665313721,0.06031143665313721,15638400,943174.3709564209
1986-08-01,MSFT,0.06031143876238551,0.0608404544457572,0.059253407395642145,0.059782423079013824,12902400,771336.735534668
1986-08-04,MSFT,0.05978242307901383,0.05978242307901383,0.05819537602889877,0.059782423079013824,12441600,743788.9949798584
1986-08-05,MSFT,0.05978242896564331,0.06031144470110588,0.05925341323018074,0.05925341323018074,2822400,167236.83350086212
1986-08-06,MSFT,0.0592534003755927,0.05978241599628923,0.0576663535135031,0.058724384754896164,18316800,1075642.810678482
1986-08-07,MSFT,0.058724405615845604,0.059253421424466934,0.05766637399860294,0.058195389807224274,3657600,212855.4577589035
1986-08-08,MSFT,0.058195369134199634,0.05978241599628923,0.058195369134199634,0.058724384754896164,4147200,243541.76845550537
1986-08-11,MSFT,0.05978240429185186,0.06136945084322316,0.05978240429185186,0.060840435326099396,7948800,483608.4523200989
1986-08-12,MSFT,0.060840461098348265,0.06242811679840088,0.060840461098348265,0.06242811679840088,9993600,623881.628036499
1986-08-13,MSFT,0.06242811464951707,0.06295713037252426,0.061899098926509875,0.06295713037252426,6883200,433346.519780159
1986-08-14,MSFT,0.06295711681700489,0.06507317925341678,0.06295711681700489,0.06454416364431381,20131200,1299351.4671564102
1986-08-15,MSFT,0.06454414923955187,0.06507316473059081,0.06401513374851293,0.06480865925550461,6105600,395695.74995040894
1986-08-18,MSFT,0.0648086682365668,0.06507317374830768,0.06401514261960983,0.06401514261960983,12787200,818574.4317054749
1986-08-19,MSFT,0.06401514261960983,0.06427965267221787,0.062957111490912,0.06401514261960983,20390400,1305294.3640708923
1986-08-20,MSFT,0.06401515213908407,0.06401515213908407,0.06348613649606705,0.06348613649606705,20764800,1318276.927113533
1986-08-21,MSFT,0.06348613649606705,0.06454416778210109,0.06348613649606705,0.06348613649606705,49536000,3144849.2574691772
1986-08-22,MSFT,0.06348614828083454,0.06401516402205137,0.0613694768395651,0.06242811679840088,5760000,359585.95275878906
1986-08-25,MSFT,0.06242811679840088,0.06242811679840088,0.0613694768395651,0.06242811679840088,2419200,151026.1001586914
1986-08-26,MSFT,0.06242809268411784,0.06242809268411784,0.0618990771472454,0.06189907714724541,10857600,672075.4200339317
1986-08-27,MSFT,0.0618990771472454,0.06242809268411784,0.06136945313420588,0.06189907714724541,9532800,590071.522629261
1986-08-28,MSFT,0.0618990771472454,0.06242809268411784,0.0618990771472454,0.06189907714724541,3427200,212140.51719903946
1986-08-29,MSFT,0.06189909212406339,0.06242810778893401,0.05925340532339595,0.06031143665313721,25430400,1533743.9586639404
1986-09-02,MSFT,0.06031143161698577,0.06031143161698577,0.05793085905341754,0.058724384754896164,5212800,306118.4728503227
1986-09-03,MSFT,0.058195367799064826,0.058195367799064826,0.0555502897562663,0.05713733658194542,18316800,1046573.1667041779
1986-09-04,MSFT,0.05819535991297122,0.0618990771472454,0.05819535991297122,0.06189907714724541,39427200,2440507.294499874
1986-09-05,MSFT,0.06189908559879895,0.06454416364431381,0.061369461513445814,0.06454416364431381,26352000,1700867.8003549576
1986-09-08,MSFT,0.06454415818395876,0.06507317374830768,0.06401514261960983,0.06401514261960983,9619200,615774.4598865509
